latitude,longitude
51.94405,5.697117
51.94405,5.6995
51.94404,5.701883
51.94403,5.704266
51.94403,5.706649
51.94402,5.709032
51.94402,5.711414
51.94401,5.713797
51.944,5.71618
51.944,5.718563
51.94399,5.720946
51.94398,5.723329
51.94397,5.725711
51.94397,5.728094
51.94396,5.730477
51.94395,5.73286
51.94395,5.735242
51.94394,5.737625
51.94393,5.740008
51.94576,5.589896
51.94576,5.592279
51.94575,5.594662
51.94575,5.597044
51.94574,5.599428
51.94574,5.60181
51.94574,5.604193
51.94573,5.606576
51.94572,5.608959
51.94572,5.611342
51.94572,5.613725
51.94571,5.616108
51.94571,5.618491
51.9457,5.620874
51.9457,5.623257
51.94569,5.62564
51.94569,5.628023
51.94568,5.630406
51.94568,5.632789
51.94567,5.635171
51.94567,5.637555
51.94566,5.639937
51.94566,5.64232
51.94565,5.644703
51.94565,5.647086
51.94564,5.649469
51.94564,5.651852
51.94563,5.654235
51.94563,5.656618
51.94562,5.659001
51.94561,5.661384
51.94561,5.663767
51.94561,5.66615
51.9456,5.668532
51.94559,5.670916
51.94559,5.673298
51.94558,5.675681
51.94558,5.678064
51.94557,5.680447
51.94556,5.68283
51.94556,5.685213
51.94555,5.687596
51.94555,5.689979
51.94554,5.692362
51.94553,5.694745
51.94553,5.697127
51.94552,5.699511
51.94551,5.701893
51.94551,5.704276
51.9455,5.706659
51.9455,5.709042
51.94549,5.711425
51.94548,5.713808
51.94548,5.716191
51.94547,5.718574
51.94546,5.720956
51.94545,5.72334
51.94545,5.725722
51.94544,5.728105
51.94543,5.730488
51.94543,5.732871
51.94542,5.735254
51.94541,5.737637
51.9454,5.74002
51.94724,5.589902
51.94723,5.592286
51.94722,5.594668
51.94722,5.597052
51.94722,5.599434
51.94721,5.601818
51.94721,5.6042
51.9472,5.606584
51.9472,5.608967
51.94719,5.61135
51.94719,5.613733
51.94719,5.616116
51.94718,5.618499
51.94717,5.620882
51.94717,5.623265
51.94717,5.625648
51.94716,5.628031
51.94715,5.630414
51.94715,5.632797
51.94715,5.63518
51.94714,5.637563
51.94714,5.639946
51.94713,5.642329
51.94712,5.644711
51.94712,5.647095
51.94712,5.649478
51.94711,5.651861
51.94711,5.654244
51.9471,5.656627
51.94709,5.65901
51.94709,5.661393
51.94708,5.663776
51.94708,5.666159
51.94707,5.668542
51.94707,5.670925
51.94706,5.673308
51.94706,5.675691
51.94705,5.678074
51.94704,5.680457
51.94704,5.68284
51.94703,5.685223
51.94703,5.687606
51.94702,5.689989
51.94701,5.692372
51.94701,5.694755
51.947,5.697138
51.94699,5.699521
51.94699,5.701904
51.94698,5.704287
51.94698,5.70667
51.94697,5.709053
51.94696,5.711436
51.94695,5.713819
51.94695,5.716202
51.94694,5.718585
51.94693,5.720967
51.94693,5.723351
51.94692,5.725733
51.94691,5.728117
51.94691,5.730499
51.9469,5.732882
51.94689,5.735265
51.94688,5.737648
51.94688,5.740031
51.94871,5.589909
51.9487,5.592292
51.9487,5.594676
51.94869,5.597058
51.94869,5.599442
51.94868,5.601825
51.94868,5.604208
51.94868,5.606591
51.94867,5.608974
51.94867,5.611357
51.94866,5.61374
51.94866,5.616123
51.94865,5.618506
51.94865,5.620889
51.94864,5.623272
51.94864,5.625656
51.94864,5.628038
51.94863,5.630422
51.94862,5.632805
51.94862,5.635188
51.94862,5.637571
51.94861,5.639954
51.9486,5.642337
51.9486,5.64472
51.94859,5.647103
51.94859,5.649487
51.94858,5.651869
51.94858,5.654253
51.94857,5.656636
51.94857,5.659019
51.94856,5.661402
51.94855,5.663785
51.94855,5.666168
51.94854,5.668551
51.94854,5.670934
51.94853,5.673317
51.94853,5.6757
51.94852,5.678083
51.94851,5.680466
51.94851,5.682849
51.9485,5.685233
51.9485,5.687615
51.94849,5.689999
51.94849,5.692382
51.94848,5.694765
51.94847,5.697148
51.94847,5.699531
51.94846,5.701914
51.94845,5.704297
51.94845,5.70668
51.94844,5.709063
51.94843,5.711446
51.94843,5.71383
51.94842,5.716212
51.94841,5.718596
51.94841,5.720978
51.9484,5.723361
51.94839,5.725745
51.94839,5.728127
51.94838,5.730511
51.94837,5.732894
51.94836,5.735277
51.94836,5.73766
51.94835,5.740043
51.95018,5.589916
51.95018,5.592299
51.95017,5.594682
51.95016,5.597065
51.95016,5.599449
51.95016,5.601831
51.95015,5.604215
51.95015,5.606598
51.95015,5.608981
51.95014,5.611364
51.95013,5.613748
51.95013,5.616131
51.95013,5.618514
51.95012,5.620897
51.95012,5.62328
51.95011,5.625663
51.95011,5.628047
51.9501,5.63043
51.9501,5.632813
51.95009,5.635196
51.95009,5.637579
51.95008,5.639962
51.95008,5.642345
51.95007,5.644729
51.95007,5.647112
51.95006,5.649495
51.95005,5.651878
51.95005,5.654261
51.95004,5.656644
51.95004,5.659028
51.95004,5.661411
51.95003,5.663794
51.95002,5.666177
51.95002,5.66856
51.95001,5.670943
51.95,5.673326
51.95,5.67571
51.94999,5.678093
51.94999,5.680476
51.94998,5.682859
51.94997,5.685242
51.94997,5.687625
51.94996,5.690009
51.94996,5.692392
51.94995,5.694775
51.94994,5.697158
51.94994,5.699541
51.94993,5.701924
51.94992,5.704308
51.94992,5.706691
51.94991,5.709074
51.94991,5.711457
51.9499,5.71384
51.94989,5.716223
51.94989,5.718606
51.94988,5.720989
51.94987,5.723372
51.94987,5.725756
51.94986,5.728139
51.94985,5.730522
51.94984,5.732905
51.94984,5.735288
51.94983,5.737671
51.94983,5.740055
51.95165,5.589922
51.95165,5.592306
51.95164,5.594689
51.95164,5.597072
51.95163,5.599455
51.95163,5.601839
51.95163,5.604222
51.95162,5.606605
51.95162,5.608988
51.95161,5.611372
51.95161,5.613755
51.9516,5.616138
51.9516,5.618521
51.9516,5.620904
51.95159,5.623288
51.95158,5.625671
51.95158,5.628055
51.95158,5.630438
51.95157,5.632821
51.95156,5.635204
51.95156,5.637588
51.95155,5.639971
51.95155,5.642354
51.95155,5.644737
51.95154,5.64712
51.95153,5.649504
51.95153,5.651887
51.95152,5.65427
51.95152,5.656653
51.95151,5.659037
51.95151,5.66142
51.9515,5.663803
51.9515,5.666186
51.95149,5.66857
51.95148,5.670953
51.95148,5.673336
51.95147,5.675719
51.95147,5.678102
51.95146,5.680486
51.95145,5.682869
51.95145,5.685252
51.95144,5.687635
51.95144,5.690019
51.95143,5.692402
51.95142,5.694785
51.95142,5.697168
51.95141,5.699552
51.9514,5.701935
51.9514,5.704318
51.95139,5.706701
51.95139,5.709085
51.95138,5.711467
51.95137,5.71385
51.95137,5.716234
51.95136,5.718617
51.95135,5.721
51.95134,5.723383
51.95134,5.725767
51.95133,5.72815
51.95132,5.730533
51.95132,5.732916
51.95131,5.7353
51.9513,5.737683
51.9513,5.740066
51.95313,5.589929
51.95312,5.592312
51.95312,5.594696
51.95311,5.597079
51.95311,5.599463
51.9531,5.601846
51.9531,5.604229
51.95309,5.606612
51.95309,5.608996
51.95308,5.611379
51.95308,5.613762
51.95308,5.616146
51.95307,5.618529
51.95307,5.620913
51.95306,5.623296
51.95306,5.625679
51.95305,5.628062
51.95305,5.630445
51.95304,5.632829
51.95304,5.635212
51.95303,5.637596
51.95303,5.639979
51.95302,5.642362
51.95302,5.644745
51.95301,5.647129
51.95301,5.649512
51.953,5.651896
51.953,5.654279
51.95299,5.656662
51.95298,5.659045
51.95298,5.661429
51.95297,5.663812
51.95297,5.666195
51.95296,5.668579
51.95296,5.670962
51.95295,5.673345
51.95295,5.675729
51.95294,5.678112
51.95293,5.680495
51.95293,5.682878
51.95292,5.685262
51.95292,5.687645
51.95291,5.690029
51.9529,5.692412
51.9529,5.694795
51.95289,5.697178
51.95288,5.699562
51.95288,5.701945
51.95287,5.704328
51.95287,5.706712
51.95286,5.709095
51.95285,5.711478
51.95285,5.713861
51.95284,5.716245
51.95283,5.718628
51.95282,5.721011
51.95282,5.723394
51.95281,5.725778
51.9528,5.728161
51.9528,5.730545
51.95279,5.732928
51.95278,5.735311
51.95278,5.737694
51.95277,5.740077
51.9546,5.589936
51.95459,5.592319
51.95459,5.594703
51.95458,5.597086
51.95458,5.599469
51.95457,5.601853
51.95457,5.604236
51.95457,5.606619
51.95456,5.609003
51.95456,5.611386
51.95455,5.61377
51.95455,5.616153
51.95454,5.618536
51.95454,5.62092
51.95453,5.623303
51.95453,5.625687
51.95452,5.62807
51.95452,5.630454
51.95451,5.632837
51.95451,5.635221
51.95451,5.637604
51.9545,5.639987
51.95449,5.642371
51.95449,5.644754
51.95448,5.647137
51.95448,5.649521
51.95447,5.651904
51.95447,5.654287
51.95446,5.656671
51.95446,5.659054
51.95445,5.661438
51.95444,5.663821
51.95444,5.666204
51.95443,5.668588
51.95443,5.670971
51.95442,5.673355
51.95442,5.675738
51.95441,5.678122
51.95441,5.680505
51.9544,5.682888
51.95439,5.685272
51.95439,5.687655
51.95438,5.690038
51.95438,5.692422
51.95437,5.694805
51.95436,5.697188
51.95436,5.699572
51.95435,5.701955
51.95434,5.704339
51.95434,5.706722
51.95433,5.709105
51.95432,5.711489
51.95432,5.713872
51.95431,5.716256
51.9543,5.718639
51.9543,5.721022
51.95429,5.723406
51.95428,5.725789
51.95428,5.728172
51.95427,5.730556
51.95426,5.732939
51.95425,5.735322
51.95425,5.737706
51.95424,5.740089
51.95607,5.589942
51.95607,5.592326
51.95606,5.594709
51.95605,5.597093
51.95605,5.599476
51.95605,5.60186
51.95604,5.604243
51.95604,5.606627
51.95604,5.60901
51.95603,5.611394
51.95602,5.613777
51.95602,5.616161
51.95602,5.618544
51.95601,5.620928
51.95601,5.623311
51.956,5.625695
51.956,5.628078
51.95599,5.630462
51.95599,5.632845
51.95598,5.635229
51.95598,5.637612
51.95597,5.639996
51.95597,5.642379
51.95596,5.644763
51.95596,5.647146
51.95595,5.649529
51.95594,5.651913
51.95594,5.654296
51.95594,5.65668
51.95593,5.659063
51.95592,5.661447
51.95592,5.66383
51.95591,5.666214
51.95591,5.668597
51.9559,5.67098
51.95589,5.673364
51.95589,5.675747
51.95588,5.678131
51.95588,5.680514
51.95587,5.682898
51.95587,5.685281
51.95586,5.687665
51.95585,5.690048
51.95585,5.692432
51.95584,5.694815
51.95583,5.697199
51.95583,5.699582
51.95582,5.701966
51.95581,5.704349
51.95581,5.706733
51.9558,5.709116
51.9558,5.711499
51.95579,5.713883
51.95578,5.716266
51.95578,5.71865
51.95577,5.721033
51.95576,5.723417
51.95576,5.7258
51.95575,5.728184
51.95574,5.730567
51.95573,5.732951
51.95573,5.735334
51.95572,5.737717
51.95572,5.740101
51.95754,5.589949
51.95754,5.592333
51.95753,5.594716
51.95753,5.5971
51.95752,5.599483
51.95752,5.601867
51.95752,5.60425
51.95751,5.606634
51.95751,5.609017
51.9575,5.611401
51.9575,5.613785
51.95749,5.616168
51.95749,5.618552
51.95749,5.620935
51.95748,5.623319
51.95747,5.625702
51.95747,5.628086
51.95747,5.63047
51.95746,5.632853
51.95745,5.635237
51.95745,5.63762
51.95744,5.640004
51.95744,5.642387
51.95744,5.644771
51.95743,5.647154
51.95742,5.649538
51.95742,5.651922
51.95741,5.654305
51.95741,5.656689
51.9574,5.659072
51.9574,5.661456
51.95739,5.663839
51.95739,5.666223
51.95738,5.668606
51.95737,5.67099
51.95737,5.673374
51.95736,5.675757
51.95736,5.678141
51.95735,5.680524
51.95734,5.682908
51.95734,5.685291
51.95733,5.687675
51.95732,5.690058
51.95732,5.692442
51.95731,5.694825
51.95731,5.697209
51.9573,5.699593
51.95729,5.701976
51.95729,5.70436
51.95728,5.706743
51.95728,5.709126
51.95727,5.71151
51.95726,5.713893
51.95726,5.716277
51.95725,5.718661
51.95724,5.721044
51.95724,5.723428
51.95723,5.725811
51.95722,5.728195
51.95721,5.730578
51.95721,5.732962
51.9572,5.735345
51.9572,5.737729
51.95719,5.740112
51.95901,5.589956
51.95901,5.59234
51.95901,5.594723
51.959,5.597106
51.959,5.59949
51.95899,5.601874
51.95899,5.604258
51.95898,5.606641
51.95898,5.609025
51.95898,5.611409
51.95897,5.613792
51.95897,5.616176
51.95896,5.618559
51.95896,5.620943
51.95895,5.623327
51.95895,5.62571
51.95894,5.628094
51.95894,5.630477
51.95893,5.632861
51.95893,5.635245
51.95892,5.637629
51.95892,5.640012
51.95891,5.642395
51.95891,5.644779
51.9589,5.647163
51.9589,5.649547
51.95889,5.65193
51.95889,5.654314
51.95888,5.656697
51.95887,5.659081
51.95887,5.661465
51.95886,5.663848
51.95886,5.666232
51.95885,5.668616
51.95885,5.670999
51.95884,5.673383
51.95884,5.675766
51.95883,5.67815
51.95882,5.680534
51.95882,5.682917
51.95881,5.685301
51.95881,5.687685
51.9588,5.690068
51.95879,5.692452
51.95879,5.694836
51.95878,5.697219
51.95877,5.699603
51.95877,5.701986
51.95876,5.70437
51.95876,5.706754
51.95875,5.709137
51.95874,5.711521
51.95874,5.713904
51.95873,5.716288
51.95872,5.718671
51.95871,5.721055
51.95871,5.723439
51.9587,5.725822
51.95869,5.728206
51.95869,5.730589
51.95868,5.732973
51.95868,5.735357
51.95867,5.737741
51.95866,5.740124
51.96049,5.589962
51.96048,5.592346
51.96048,5.59473
51.96048,5.597114
51.96047,5.599497
51.96046,5.601881
51.96046,5.604265
51.96046,5.606648
51.96045,5.609032
51.96045,5.611416
51.96044,5.6138
51.96044,5.616183
51.96043,5.618567
51.96043,5.620951
51.96043,5.623334
51.96042,5.625718
51.96041,5.628102
51.96041,5.630486
51.9604,5.632869
51.9604,5.635253
51.9604,5.637637
51.96039,5.64002
51.96038,5.642404
51.96038,5.644788
51.96037,5.647171
51.96037,5.649555
51.96037,5.651939
51.96036,5.654323
51.96035,5.656706
51.96035,5.65909
51.96034,5.661474
51.96033,5.663857
51.96033,5.666241
51.96032,5.668625
51.96032,5.671009
51.96031,5.673392
51.96031,5.675776
51.9603,5.67816
51.9603,5.680543
51.96029,5.682927
51.96029,5.685311
51.96028,5.687695
51.96027,5.690078
51.96027,5.692462
51.96026,5.694846
51.96025,5.697229
51.96025,5.699613
51.96024,5.701997
51.96024,5.704381
51.96023,5.706764
51.96022,5.709147
51.96021,5.711531
51.96021,5.713915
51.9602,5.716299
51.96019,5.718682
51.96019,5.721066
51.96018,5.72345
51.96017,5.725833
51.96017,5.728217
51.96016,5.730601
51.96015,5.732985
51.96015,5.735368
51.96014,5.737752
51.96013,5.740136
51.96196,5.589969
51.96196,5.592353
51.96195,5.594737
51.96195,5.59712
51.96194,5.599504
51.96194,5.601888
51.96193,5.604272
51.96193,5.606656
51.96193,5.609039
51.96192,5.611423
51.96192,5.613807
51.96191,5.616191
51.96191,5.618575
51.9619,5.620958
51.9619,5.623342
51.96189,5.625726
51.96189,5.62811
51.96188,5.630494
51.96188,5.632877
51.96187,5.635261
51.96187,5.637645
51.96186,5.640028
51.96186,5.642413
51.96185,5.644796
51.96185,5.64718
51.96184,5.649564
51.96184,5.651947
51.96183,5.654331
51.96183,5.656715
51.96182,5.659099
51.96181,5.661483
51.96181,5.663867
51.9618,5.66625
51.9618,5.668634
51.96179,5.671018
51.96178,5.673402
51.96178,5.675786
51.96177,5.678169
51.96177,5.680553
51.96176,5.682937
51.96176,5.68532
51.96175,5.687704
51.96174,5.690088
51.96174,5.692472
51.96173,5.694856
51.96173,5.697239
51.96172,5.699623
51.96171,5.702007
51.96171,5.704391
51.9617,5.706775
51.96169,5.709158
51.96169,5.711542
51.96168,5.713926
51.96167,5.71631
51.96167,5.718693
51.96166,5.721077
51.96165,5.723461
51.96165,5.725844
51.96164,5.728229
51.96163,5.730612
51.96162,5.732996
51.96162,5.73538
51.96161,5.737763
51.96161,5.740147
51.96343,5.589976
51.96343,5.59236
51.96342,5.594743
51.96342,5.597127
51.96342,5.599511
51.96341,5.601895
51.96341,5.604279
51.9634,5.606663
51.9634,5.609046
51.96339,5.611431
51.96339,5.613814
51.96338,5.616199
51.96338,5.618582
51.96338,5.620966
51.96337,5.62335
51.96336,5.625734
51.96336,5.628118
51.96336,5.630502
51.96335,5.632885
51.96334,5.635269
51.96334,5.637653
51.96334,5.640037
51.96333,5.642421
51.96333,5.644805
51.96332,5.647189
51.96331,5.649572
51.96331,5.651957
51.9633,5.65434
51.9633,5.656724
51.96329,5.659108
51.96329,5.661492
51.96328,5.663876
51.96328,5.666259
51.96327,5.668643
51.96326,5.671027
51.96326,5.673411
51.96325,5.675795
51.96325,5.678179
51.96324,5.680562
51.96323,5.682947
51.96323,5.68533
51.96322,5.687714
51.96322,5.690098
51.96321,5.692482
51.9632,5.694866
51.9632,5.697249
51.96319,5.699634
51.96318,5.702017
51.96318,5.704401
51.96317,5.706785
51.96317,5.709169
51.96316,5.711553
51.96315,5.713936
51.96315,5.716321
51.96314,5.718704
51.96313,5.721088
51.96313,5.723472
51.96312,5.725856
51.96311,5.72824
51.9631,5.730623
51.9631,5.733007
51.96309,5.735391
51.96309,5.737775
51.96308,5.740159
51.9649,5.589983
51.9649,5.592366
51.9649,5.59475
51.96489,5.597134
51.96489,5.599518
51.96488,5.601902
51.96488,5.604286
51.96487,5.60667
51.96487,5.609054
51.96487,5.611438
51.96486,5.613822
51.96486,5.616206
51.96485,5.61859
51.96485,5.620974
51.96484,5.623358
51.96484,5.625741
51.96483,5.628126
51.96483,5.630509
51.96482,5.632894
51.96482,5.635277
51.96481,5.637661
51.96481,5.640045
51.9648,5.642429
51.9648,5.644813
51.96479,5.647197
51.96479,5.649581
51.96478,5.651965
51.96478,5.654349
51.96477,5.656733
51.96476,5.659117
51.96476,5.661501
51.96476,5.663885
51.96475,5.666269
51.96474,5.668653
51.96474,5.671037
51.96473,5.67342
51.96473,5.675805
51.96472,5.678188
51.96471,5.680572
51.96471,5.682956
51.9647,5.68534
51.96469,5.687724
51.96469,5.690108
51.96468,5.692492
51.96468,5.694876
51.96467,5.69726
51.96466,5.699644
51.96466,5.702028
51.96465,5.704412
51.96465,5.706796
51.96464,5.709179
51.96463,5.711563
51.96463,5.713947
51.96462,5.716331
51.96461,5.718715
51.96461,5.721099
51.9646,5.723483
51.96459,5.725867
51.96458,5.728251
51.96458,5.730635
51.96457,5.733018
51.96457,5.735403
51.96456,5.737786
51.96455,5.74017
51.96638,5.589989
51.96637,5.592373
51.96637,5.594757
51.96637,5.597141
51.96636,5.599525
51.96636,5.601909
51.96635,5.604293
51.96635,5.606677
51.96634,5.609061
51.96634,5.611445
51.96634,5.613829
51.96633,5.616213
51.96632,5.618598
51.96632,5.620981
51.96632,5.623365
51.96631,5.62575
51.9663,5.628133
51.9663,5.630517
51.9663,5.632902
51.96629,5.635285
51.96629,5.63767
51.96628,5.640054
51.96627,5.642437
51.96627,5.644822
51.96627,5.647206
51.96626,5.64959
51.96626,5.651974
51.96625,5.654358
51.96624,5.656742
51.96624,5.659126
51.96623,5.66151
51.96623,5.663894
51.96622,5.666278
51.96622,5.668662
51.96621,5.671046
51.96621,5.67343
51.9662,5.675814
51.96619,5.678198
51.96619,5.680582
51.96618,5.682966
51.96618,5.68535
51.96617,5.687734
51.96616,5.690118
51.96616,5.692502
51.96615,5.694886
51.96614,5.69727
51.96614,5.699654
51.96613,5.702038
51.96613,5.704422
51.96612,5.706806
51.96611,5.70919
51.96611,5.711574
51.9661,5.713958
51.96609,5.716342
51.96608,5.718726
51.96608,5.72111
51.96607,5.723494
51.96606,5.725878
51.96606,5.728262
51.96605,5.730646
51.96605,5.73303
51.96604,5.735414
51.96603,5.737798
51.96602,5.740182
51.96785,5.589996
51.96785,5.59238
51.96784,5.594764
51.96784,5.597148
51.96783,5.599532
51.96783,5.601916
51.96782,5.6043
51.96782,5.606684
51.96782,5.609068
51.96781,5.611453
51.96781,5.613837
51.9678,5.616221
51.9678,5.618605
51.96779,5.620989
51.96779,5.623373
51.96778,5.625757
51.96778,5.628141
51.96777,5.630526
51.96777,5.63291
51.96776,5.635293
51.96776,5.637678
51.96775,5.640062
51.96775,5.642446
51.96774,5.64483
51.96774,5.647214
51.96773,5.649598
51.96773,5.651982
51.96772,5.654366
51.96772,5.656751
51.96771,5.659135
51.9677,5.661519
51.9677,5.663903
51.96769,5.666287
51.96769,5.668671
51.96768,5.671055
51.96768,5.673439
51.96767,5.675823
51.96767,5.678207
51.96766,5.680592
51.96765,5.682976
51.96765,5.685359
51.96764,5.687744
51.96764,5.690128
51.96763,5.692512
51.96762,5.694896
51.96762,5.69728
51.96761,5.699664
51.9676,5.702048
51.9676,5.704432
51.96759,5.706817
51.96758,5.7092
51.96758,5.711585
51.96757,5.713969
51.96756,5.716353
51.96756,5.718737
51.96755,5.721121
51.96754,5.723505
51.96754,5.725889
51.96753,5.728273
51.96752,5.730657
51.96752,5.733041
51.96751,5.735425
51.9675,5.73781
51.96749,5.740193
51.96932,5.590003
51.96932,5.592387
51.96931,5.594771
51.96931,5.597155
51.96931,5.599539
51.9693,5.601923
51.9693,5.604308
51.96929,5.606692
51.96929,5.609076
51.96928,5.61146
51.96928,5.613844
51.96928,5.616229
51.96927,5.618613
51.96926,5.620997
51.96926,5.623381
51.96926,5.625765
51.96925,5.62815
51.96925,5.630534
51.96924,5.632918
51.96923,5.635302
51.96923,5.637686
51.96923,5.64007
51.96922,5.642455
51.96922,5.644838
51.96921,5.647223
51.9692,5.649607
51.9692,5.651991
51.96919,5.654375
51.96919,5.656759
51.96918,5.659143
51.96918,5.661528
51.96917,5.663912
51.96917,5.666296
51.96916,5.66868
51.96915,5.671064
51.96915,5.673449
51.96914,5.675833
51.96914,5.678217
51.96913,5.680601
51.96912,5.682985
51.96912,5.685369
51.96911,5.687754
51.96911,5.690138
51.9691,5.692522
51.96909,5.694906
51.96909,5.69729
51.96908,5.699675
51.96907,5.702059
51.96907,5.704443
51.96906,5.706827
51.96906,5.709211
51.96905,5.711595
51.96904,5.713979
51.96904,5.716363
51.96903,5.718748
51.96902,5.721132
51.96902,5.723516
51.96901,5.7259
51.969,5.728284
51.96899,5.730669
51.96899,5.733053
51.96898,5.735437
51.96898,5.737821
51.96897,5.740205
51.97079,5.590009
51.97079,5.592393
51.97079,5.594778
51.97078,5.597162
51.97078,5.599546
51.97078,5.60193
51.97077,5.604315
51.97076,5.606699
51.97076,5.609083
51.97076,5.611467
51.97075,5.613852
51.97075,5.616236
51.97074,5.61862
51.97074,5.621005
51.97073,5.623389
51.97073,5.625773
51.97072,5.628157
51.97072,5.630541
51.97071,5.632926
51.97071,5.63531
51.9707,5.637694
51.9707,5.640079
51.97069,5.642463
51.97069,5.644847
51.97068,5.647231
51.97068,5.649616
51.97067,5.652
51.97066,5.654384
51.97066,5.656768
51.97066,5.659153
51.97065,5.661537
51.97065,5.663921
51.97064,5.666305
51.97063,5.66869
51.97063,5.671074
51.97062,5.673458
51.97062,5.675842
51.97061,5.678226
51.9706,5.680611
51.9706,5.682995
51.97059,5.68538
51.97058,5.687764
51.97058,5.690148
51.97057,5.692532
51.97057,5.694916
51.97056,5.6973
51.97055,5.699685
51.97055,5.702069
51.97054,5.704453
51.97054,5.706838
51.97053,5.709222
51.97052,5.711606
51.97052,5.71399
51.97051,5.716374
51.9705,5.718759
