latitude,longitude
52.35378,4.955937
52.35378,4.958342
52.35379,4.960747
52.3538,4.963152
52.35381,4.965557
52.35382,4.967961
52.35382,4.970366
52.35383,4.972771
52.35384,4.975176
52.35469,4.823658
52.3547,4.826063
52.35471,4.828467
52.35472,4.830872
52.35474,4.833277
52.35475,4.835681
52.35476,4.838087
52.35477,4.840491
52.35478,4.842896
52.35479,4.845301
52.3548,4.847706
52.35481,4.850111
52.35482,4.852515
52.35484,4.85492
52.35485,4.857325
52.35486,4.85973
52.35487,4.862134
52.35488,4.864539
52.35489,4.866944
52.3549,4.869349
52.35491,4.871754
52.35492,4.874158
52.35493,4.876564
52.35494,4.878968
52.35495,4.881373
52.35496,4.883778
52.35497,4.886183
52.35498,4.888587
52.35499,4.890992
52.355,4.893397
52.35501,4.895802
52.35502,4.898207
52.35503,4.900612
52.35504,4.903017
52.35505,4.905421
52.35506,4.907826
52.35507,4.910231
52.35508,4.912636
52.35509,4.91504
52.3551,4.917446
52.35511,4.91985
52.35512,4.922255
52.35513,4.92466
52.35514,4.927065
52.35515,4.92947
52.35516,4.931875
52.35516,4.934279
52.35518,4.936684
52.35518,4.939089
52.35519,4.941494
52.3552,4.943899
52.35521,4.946304
52.35522,4.948709
52.35523,4.951113
52.35524,4.953518
52.35525,4.955923
52.35526,4.958328
52.35526,4.960733
52.35527,4.963138
52.35528,4.965543
52.35529,4.967947
52.3553,4.970352
52.3553,4.972757
52.35532,4.975162
52.35616,4.823639
52.35617,4.826044
52.35619,4.828449
52.3562,4.830853
52.35621,4.833259
52.35622,4.835663
52.35623,4.838068
52.35624,4.840473
52.35625,4.842878
52.35626,4.845283
52.35627,4.847688
52.35629,4.850093
52.3563,4.852498
52.35631,4.854902
52.35632,4.857307
52.35633,4.859712
52.35634,4.862117
52.35635,4.864522
52.35636,4.866927
52.35637,4.869332
52.35638,4.871737
52.35639,4.874142
52.3564,4.876546
52.35641,4.878952
52.35642,4.881356
52.35643,4.883761
52.35645,4.886166
52.35645,4.888571
52.35646,4.890976
52.35648,4.893381
52.35648,4.895786
52.35649,4.89819
52.3565,4.900596
52.35651,4.903
52.35653,4.905406
52.35653,4.90781
52.35654,4.910215
52.35655,4.91262
52.35656,4.915025
52.35657,4.91743
52.35658,4.919835
52.35659,4.92224
52.3566,4.924645
52.35661,4.92705
52.35662,4.929454
52.35663,4.931859
52.35664,4.934264
52.35665,4.936669
52.35666,4.939075
52.35667,4.941479
52.35667,4.943884
52.35668,4.946289
52.35669,4.948694
52.3567,4.951099
52.35671,4.953504
52.35672,4.955909
52.35673,4.958314
52.35674,4.960719
52.35674,4.963124
52.35675,4.965528
52.35676,4.967934
52.35677,4.970338
52.35678,4.972744
52.35679,4.975148
52.35764,4.82362
52.35765,4.826025
52.35766,4.82843
52.35767,4.830835
52.35768,4.83324
52.35769,4.835645
52.3577,4.83805
52.35772,4.840455
52.35773,4.84286
52.35773,4.845265
52.35775,4.84767
52.35776,4.850075
52.35777,4.85248
52.35778,4.854885
52.35779,4.85729
52.3578,4.859694
52.35781,4.8621
52.35782,4.864505
52.35783,4.86691
52.35785,4.869315
52.35785,4.871719
52.35786,4.874125
52.35788,4.87653
52.35789,4.878934
52.35789,4.88134
52.35791,4.883744
52.35792,4.886149
52.35793,4.888555
52.35794,4.890959
52.35795,4.893364
52.35796,4.89577
52.35797,4.898174
52.35798,4.900579
52.35799,4.902984
52.358,4.905389
52.35801,4.907794
52.35802,4.910199
52.35802,4.912604
52.35804,4.915009
52.35804,4.917414
52.35806,4.919819
52.35806,4.922225
52.35807,4.924629
52.35808,4.927034
52.35809,4.92944
52.3581,4.931844
52.35811,4.934249
52.35812,4.936655
52.35813,4.939059
52.35814,4.941464
52.35815,4.94387
52.35815,4.946274
52.35817,4.948679
52.35817,4.951085
52.35818,4.953489
52.35819,4.955894
52.3582,4.9583
52.35821,4.960704
52.35822,4.963109
52.35823,4.965515
52.35823,4.96792
52.35824,4.970325
52.35825,4.97273
52.35826,4.975135
52.35911,4.823602
52.35912,4.826006
52.35913,4.828412
52.35914,4.830817
52.35915,4.833222
52.35917,4.835627
52.35918,4.838032
52.35919,4.840437
52.3592,4.842842
52.35921,4.845247
52.35922,4.847652
52.35923,4.850057
52.35924,4.852462
52.35925,4.854867
52.35926,4.857272
52.35928,4.859677
52.35928,4.862082
52.35929,4.864487
52.35931,4.866892
52.35932,4.869298
52.35933,4.871703
52.35934,4.874107
52.35935,4.876513
52.35936,4.878918
52.35937,4.881323
52.35938,4.883728
52.35939,4.886133
52.3594,4.888538
52.35941,4.890943
52.35942,4.893348
52.35943,4.895753
52.35944,4.898158
52.35945,4.900563
52.35946,4.902968
52.35947,4.905374
52.35948,4.907778
52.35949,4.910183
52.3595,4.912589
52.35951,4.914994
52.35952,4.917399
52.35953,4.919804
52.35954,4.922209
52.35955,4.924614
52.35955,4.927019
52.35957,4.929424
52.35957,4.931829
52.35958,4.934234
52.35959,4.936639
52.3596,4.939044
52.35961,4.94145
52.35962,4.943855
52.35963,4.94626
52.35964,4.948665
